,city_fuel_economy,engine_displacement,franchise_make,fuel_tank_volume,height,highway_fuel_economy,length,mileage,model_name,owner_count,power,savings_amount,torque,trimId,wheelbase,width,year,wheel_system_cat,wheel_system_display_cat,body_type_Sedan,engine_cylinders_I4,engine_cylinders_V6,transmission_display_8_Speed_Automatic
632,32.0,1500.0,1,12.4,55.7,42.0,182.3,11969.0,1,1.0,174,1602,162,69381,106.3,70.8,2017,3,3,1,1,0,0
635,19.0,3600.0,4,18.5,57.5,30.0,197.9,30972.0,3,2.0,305,480,268,70177,116.2,85.8,2017,4,4,0,0,1,0
636,22.0,2000.0,1,15.8,56.3,33.0,182.5,52239.0,2,3.0,240,385,255,55958,110.6,80.0,2015,2,1,1,1,0,0
637,19.0,2400.0,3,20.5,69.5,25.0,192.4,10948.0,1,1.0,173,454,166,75441,113.8,83.7,2018,3,3,0,1,0,0
638,15.0,5700.0,1,26.0,77.2,22.0,229.0,26303.0,3,3.0,395,589,410,73466,140.5,79.4,2018,1,0,0,0,0,0
639,20.0,3500.0,1,16.0,65.0,28.0,184.4,26945.0,3,1.0,279,1573,252,74869,105.7,73.7,2018,3,3,0,0,1,0
640,21.0,3500.0,4,17.2,57.1,30.0,193.3,37109.0,1,1.0,268,482,248,69510,111.0,71.7,2017,3,3,1,0,1,0
641,21.0,2000.0,1,16.5,58.2,31.0,191.8,23179.0,0,1.0,181,113,185,66967,112.2,83.5,2017,3,3,1,1,0,0
643,16.0,3500.0,1,18.6,71.0,23.0,198.3,49891.0,2,1.0,290,164,255,67141,112.8,90.2,2017,2,1,0,0,1,0
644,24.0,1600.0,0,14.2,63.0,30.0,163.0,44009.0,0,1.0,130,1700,118,59779,101.2,70.9,2016,3,3,0,1,0,0
645,16.0,3500.0,1,18.6,68.0,22.0,201.8,19043.0,1,1.0,287,55,254,74459,117.9,88.8,2018,2,1,0,0,1,0
646,26.0,1400.0,0,14.0,66.0,31.0,167.6,4337.0,1,1.0,138,322,148,85772,100.6,69.9,2020,3,3,0,1,0,0
647,26.0,2000.0,0,14.9,65.4,30.0,182.3,22981.0,1,1.0,252,79,260,85781,107.3,72.4,2020,3,3,0,1,0,0
648,22.0,2000.0,0,14.9,65.4,28.0,182.3,13267.0,1,1.0,252,676,260,79080,107.3,72.4,2019,3,3,0,1,0,0
650,19.0,3000.0,0,20.0,57.2,27.0,188.3,35485.0,2,1.0,300,3,295,73093,112.2,71.8,2017,2,1,1,0,1,0
651,24.0,2000.0,0,14.5,63.3,30.0,172.4,27882.0,1,1.0,141,87,147,73216,104.2,72.3,2017,2,1,0,1,0,0
652,17.0,3700.0,0,20.1,68.0,24.0,200.6,93552.0,2,2.0,273,324,270,56685,113.2,76.2,2015,3,3,0,0,1,0
653,21.0,2400.0,0,18.8,66.5,25.0,187.4,48170.0,1,1.0,185,1648,178,75241,109.4,74.4,2018,2,1,0,1,0,0
654,17.0,3600.0,0,20.0,69.0,25.0,203.7,36652.0,1,1.0,283,971,260,82619,121.2,88.5,2019,3,3,0,0,0,0
656,20.0,3300.0,0,18.5,57.9,28.0,195.7,12603.0,2,1.0,290,1795,253,72687,112.4,73.6,2017,3,3,1,0,1,1
658,17.0,3500.0,4,24.6,70.7,22.0,189.1,32234.0,1,5.0,302,1704,273,55916,114.8,84.3,2015,2,1,0,0,1,0
659,16.0,6200.0,0,19.0,54.2,25.0,190.4,68030.0,2,1.0,400,765,410,35149,112.3,75.5,2010,4,4,0,0,0,0
661,26.0,2400.0,1,14.0,66.1,32.0,180.6,15348.0,1,1.0,184,238,180,84280,104.7,73.0,2019,3,3,0,1,0,0
662,23.0,2000.0,0,16.4,64.8,30.0,176.4,30927.0,1,1.0,164,52,151,83964,105.1,72.8,2019,3,3,0,1,0,0
664,24.0,2400.0,1,15.8,67.3,29.0,184.8,20290.0,1,1.0,166,0,162,89805,105.1,71.3,2020,2,1,0,1,0,0
665,20.0,3500.0,0,19.2,68.1,27.0,192.5,32775.0,3,1.0,295,1721,263,80283,109.8,75.8,2019,2,1,0,0,1,1
666,25.0,2500.0,1,14.8,66.2,31.0,179.1,31535.0,1,1.0,187,41,186,77003,106.2,72.5,2018,3,3,0,1,0,0
668,18.0,3800.0,0,20.3,58.3,29.0,196.5,42634.0,1,1.0,311,1171,293,60739,118.5,74.4,2016,4,4,1,0,1,0
669,15.0,5700.0,4,26.0,78.8,21.0,229.0,152341.0,3,2.0,395,1662,410,56973,140.5,79.4,2015,0,2,0,0,0,1
670,23.0,2500.0,0,15.9,65.9,30.0,183.5,37585.0,2,1.0,176,745,172,74773,104.7,72.6,2018,3,3,0,1,0,0
671,27.0,1800.0,1,13.2,63.2,31.0,169.1,30064.0,1,1.0,141,273,127,69480,102.8,69.8,2017,2,1,0,1,0,0
672,23.0,2000.0,0,16.4,64.8,30.0,176.2,40118.0,1,1.0,164,1001,151,68992,105.1,72.8,2017,3,3,0,1,0,0
673,31.0,2000.0,1,12.4,55.7,40.0,182.3,27420.0,1,1.0,158,407,138,69379,106.3,70.8,2017,3,3,1,1,0,0
674,25.0,2500.0,2,18.5,66.1,32.0,189.6,50405.0,2,1.0,175,699,174,68627,108.1,81.3,2017,2,1,0,0,0,0
675,16.0,3500.0,1,23.0,77.2,22.0,231.9,66209.0,2,1.0,325,260,375,58377,145.0,96.8,2016,0,2,0,0,1,0
676,20.0,2500.0,1,19.5,69.0,26.0,199.4,24617.0,2,1.0,250,704,310,83253,115.3,77.5,2019,2,1,0,1,0,0
677,17.0,3600.0,0,18.0,66.3,24.0,185.3,51017.0,1,2.0,301,1515,272,54790,112.5,72.8,2015,3,3,0,0,1,0
678,25.0,1600.0,0,14.2,63.5,30.0,163.0,29495.0,0,2.0,130,155,118,70234,101.2,70.9,2017,3,3,0,1,0,0
679,16.0,3600.0,1,21.1,66.6,24.0,192.4,17461.0,1,1.0,283,420,260,84353,113.8,83.7,2019,2,1,0,0,1,0
680,26.0,2500.0,0,14.5,67.5,33.0,182.3,68747.0,1,2.0,170,184,175,60473,106.5,72.4,2016,3,3,0,1,0,0
682,29.0,1800.0,0,13.2,58.9,37.0,182.1,11173.0,0,1.0,124,2548,125,83401,106.3,69.3,2019,3,3,1,1,0,0
683,15.0,3000.0,3,21.1,57.5,25.0,195.7,35913.0,4,2.0,404,1270,406,53663,118.0,82.7,2014,2,1,1,0,1,1
685,31.0,1000.0,1,12.4,58.1,43.0,159.7,9290.0,0,1.0,123,1209,125,58346,98.0,77.8,2016,3,3,0,0,0,0
686,22.0,2000.0,2,17.8,60.8,30.0,182.6,30668.0,3,1.0,240,2138,258,69082,109.2,73.5,2017,2,1,0,1,0,1
689,26.0,2000.0,0,14.9,65.4,30.0,182.3,23492.0,1,1.0,252,600,260,73718,107.3,72.4,2018,3,3,0,1,0,0
691,25.0,2000.0,1,14.5,62.5,32.0,172.4,33929.0,1,1.0,141,198,147,73217,104.2,72.3,2017,3,3,0,1,0,0
692,24.0,2500.0,4,14.8,66.1,31.0,179.1,21263.0,1,1.0,187,481,185,73643,106.2,72.5,2017,3,3,0,1,0,0
693,20.0,2000.0,2,16.9,62.5,28.0,172.8,44163.0,3,2.0,200,3319,207,58044,102.5,79.5,2016,2,1,0,1,0,0
696,25.0,2500.0,1,18.5,59.0,34.0,188.8,66120.0,1,1.0,175,1686,174,68623,108.3,81.3,2017,2,1,1,0,0,0
697,19.0,2300.0,1,18.6,70.0,27.0,198.3,60025.0,2,1.0,290,5,255,67140,112.8,90.2,2017,3,3,0,1,0,0
699,28.0,2500.0,0,16.2,56.8,39.0,192.9,39398.0,1,1.0,188,3165,180,83905,111.2,72.9,2019,3,3,1,1,0,0
700,23.0,2000.0,1,15.7,66.3,30.0,178.1,42383.0,1,1.0,245,950,275,82956,105.9,81.8,2019,3,3,0,1,0,0
702,18.0,3600.0,1,24.6,69.3,25.0,189.8,21111.0,2,1.0,295,57,260,68764,114.8,84.8,2017,0,2,0,0,1,1
703,26.0,2400.0,1,17.2,57.7,34.0,192.5,56800.0,1,1.0,189,1756,182,68057,109.3,72.8,2017,3,3,1,1,0,0
704,17.0,3600.0,1,20.0,69.0,25.0,203.7,34425.0,1,1.0,283,134,260,82619,121.2,88.5,2019,3,3,0,0,0,0
705,21.0,3500.0,0,19.0,67.8,28.0,192.4,78848.0,1,2.0,260,276,240,73278,111.2,75.4,2017,3,3,0,0,1,0
707,27.0,1000.0,1,13.6,64.8,29.0,161.3,12766.0,1,1.0,123,2054,125,85568,99.2,81.0,2020,3,3,0,0,0,0
709,25.0,2500.0,0,17.0,57.9,35.0,190.9,66978.0,1,1.0,178,1363,170,56818,109.3,71.7,2015,3,3,1,1,0,0
710,26.0,2500.0,0,14.5,68.0,33.0,184.5,29055.0,1,1.0,170,604,175,83705,106.5,72.4,2019,3,3,0,1,0,0
711,18.0,3500.0,4,19.0,60.7,27.0,202.9,24876.0,1,1.0,288,1511,254,75627,112.9,85.7,2018,3,3,1,0,1,0
712,15.0,5700.0,4,26.0,77.2,22.0,229.0,27613.0,3,1.0,395,2229,410,73418,140.5,79.4,2018,1,0,0,0,0,1
713,28.0,1800.0,0,13.2,57.3,35.0,183.1,35475.0,0,1.0,132,1937,128,78889,106.3,69.9,2019,3,3,1,1,0,0
714,17.0,3600.0,3,20.0,69.0,25.0,203.7,32388.0,1,1.0,283,1714,260,82619,121.2,88.5,2019,3,3,0,0,0,0
715,18.0,3500.0,1,19.2,66.7,24.0,187.8,85202.0,1,3.0,270,3058,248,43804,107.9,74.2,2013,2,1,0,0,1,0
717,28.0,2000.0,0,14.5,57.9,40.0,180.9,105236.0,0,3.0,155,198,148,47227,103.9,69.1,2013,3,3,1,1,0,0
718,24.0,1600.0,0,16.4,65.0,28.0,176.2,24479.0,1,1.0,175,2359,195,68987,105.1,72.8,2017,2,1,0,1,0,0
720,18.0,3600.0,1,19.4,70.7,27.0,204.3,26648.0,1,1.0,310,296,266,73662,120.9,78.6,2018,3,3,0,0,1,0
721,19.0,3600.0,1,19.0,53.1,28.0,188.3,28408.0,2,1.0,335,1875,284,67577,110.7,74.7,2017,4,4,0,0,1,1
722,16.0,5300.0,1,26.0,73.9,22.0,230.0,102677.0,2,2.0,355,1233,383,72992,143.5,80.0,2016,0,2,0,0,0,0
724,18.0,3200.0,1,15.9,65.7,26.0,182.0,38529.0,1,1.0,271,2191,239,68744,106.3,73.2,2017,0,2,0,0,1,0
725,29.0,1500.0,0,14.8,57.1,35.0,192.2,9778.0,1,1.0,192,1103,192,84124,111.4,73.3,2019,3,3,1,1,0,0
726,29.0,1800.0,0,13.2,57.3,38.0,182.6,44396.0,0,1.0,132,1034,128,59676,106.3,69.9,2016,3,3,1,1,0,0
728,23.0,2500.0,1,15.3,66.1,29.0,179.1,38771.0,1,1.0,187,114,185,73640,106.2,72.5,2017,2,1,0,1,0,0
729,31.0,2000.0,0,12.4,55.7,40.0,182.3,31613.0,1,2.0,158,888,138,69372,106.3,70.8,2017,3,3,1,1,0,0
731,18.0,3500.0,0,19.0,68.0,25.0,201.8,74183.0,1,2.0,287,75,254,49781,117.9,88.8,2014,3,3,0,0,1,0
732,24.0,2500.0,0,17.0,57.9,33.0,190.9,42940.0,1,1.0,178,617,170,68151,109.3,71.7,2017,3,3,1,1,0,0
733,21.0,2400.0,0,18.8,66.5,29.0,187.4,34593.0,1,2.0,185,235,178,57471,109.4,74.4,2016,3,3,0,1,0,0
735,28.0,1800.0,1,13.2,57.3,35.0,183.1,15270.0,0,1.0,132,0,128,78889,106.3,69.9,2019,3,3,1,1,0,0
737,24.0,2400.0,1,18.5,57.7,32.0,191.1,28536.0,1,1.0,185,1010,178,87479,110.4,73.2,2020,3,3,1,1,0,0
738,25.0,2400.0,0,13.2,55.6,35.0,181.9,31193.0,1,1.0,201,450,180,67615,105.1,70.6,2017,3,3,1,1,0,0
739,21.0,2500.0,1,15.7,66.3,29.0,178.1,14401.0,1,1.0,168,266,170,82955,105.9,81.8,2019,3,3,0,0,0,0
740,26.0,1800.0,1,13.2,63.2,31.0,170.9,4333.0,1,1.0,141,552,127,83105,102.8,70.5,2019,2,1,0,1,0,0
741,24.0,2000.0,1,16.5,58.2,36.0,191.7,79284.0,0,2.0,240,1130,270,55436,112.2,83.5,2015,3,3,1,1,0,0
742,29.0,2000.0,0,13.2,56.3,37.0,179.5,39587.0,0,1.0,147,1749,132,75394,106.3,70.1,2018,3,3,1,1,0,0
743,19.0,3500.0,1,20.0,57.8,26.0,190.6,136977.0,1,2.0,290,1906,261,36058,109.3,73.2,2010,3,3,1,0,1,0
744,23.0,2000.0,0,16.4,64.8,30.0,176.4,38967.0,1,1.0,164,416,151,83964,105.1,72.8,2019,3,3,0,1,0,0
745,19.0,3500.0,0,19.5,70.4,26.0,194.5,79770.0,2,3.0,280,2230,262,58254,111.0,78.6,2016,2,1,0,0,1,0
746,16.0,3600.0,1,24.6,69.4,22.0,189.8,98247.0,2,2.0,290,187,260,37338,114.8,84.8,2011,0,2,0,0,1,0
747,27.0,1500.0,0,13.0,57.6,36.0,193.8,75877.0,1,2.0,160,2089,184,68161,111.4,73.0,2017,3,3,1,1,0,0
748,14.0,4700.0,1,23.0,74.6,18.0,188.2,245306.0,0,2.0,270,536,330,16029,109.8,74.0,2005,0,2,0,0,0,0
749,19.0,2400.0,0,20.5,66.6,25.0,192.4,56436.0,1,1.0,283,283,260,68666,113.8,83.7,2017,3,3,0,1,0,0
751,24.0,2400.0,0,18.5,57.7,34.0,191.1,60389.0,1,2.0,185,442,178,75231,110.4,73.2,2018,3,3,1,1,0,0
752,20.0,2000.0,0,18.5,68.7,27.0,188.1,20490.0,1,1.0,280,465,250,73862,112.2,85.8,2018,2,1,0,1,0,0
753,21.0,3000.0,1,24.6,69.4,28.0,189.8,49932.0,2,1.0,360,0,390,55145,114.8,84.8,2015,0,2,0,0,0,1
754,26.0,2500.0,0,15.9,68.2,32.0,181.5,107827.0,1,1.0,170,437,174,68598,103.9,80.0,2017,2,1,0,0,0,0
755,25.0,1600.0,0,11.8,61.8,30.0,162.4,77050.0,0,3.0,188,602,177,43062,99.6,69.5,2012,2,1,0,1,0,0
756,21.0,2000.0,1,17.7,65.4,28.0,183.0,99283.0,2,2.0,240,1,260,50845,110.6,82.6,2014,2,1,0,1,0,1
758,24.0,2500.0,1,17.0,57.9,33.0,190.9,20381.0,1,1.0,178,5,170,68152,109.3,71.7,2017,3,3,1,1,0,0
759,17.0,3500.0,4,19.0,67.0,24.0,185.7,154540.0,1,2.0,265,604,250,34479,111.2,87.5,2009,3,3,0,0,1,0
760,19.0,3500.0,0,21.0,68.4,27.0,202.9,22726.0,1,1.0,248,2390,250,72879,118.1,91.5,2017,3,3,0,0,1,0
761,20.0,2000.0,0,16.0,55.9,29.0,182.8,46120.0,1,1.0,272,48,260,52141,109.3,71.1,2014,2,1,1,1,0,0
762,15.0,3500.0,1,19.0,71.7,21.0,188.0,258815.0,2,5.0,240,773,242,6019,106.3,77.3,2004,0,2,0,0,1,0
763,21.0,2000.0,1,18.0,58.4,29.0,190.2,31118.0,0,1.0,259,422,295,67545,107.8,73.1,2017,3,3,1,1,0,0
764,18.0,3500.0,1,21.7,68.0,23.0,189.9,109301.0,1,2.0,260,674,240,42530,111.2,74.1,2012,2,1,0,0,1,0
765,23.0,2000.0,1,16.5,58.2,34.0,191.8,31700.0,0,1.0,181,3,185,66967,112.2,83.5,2017,3,3,1,1,0,0
767,25.0,2500.0,1,18.5,66.1,32.0,189.9,9567.0,2,2.0,175,1036,174,75427,108.1,81.3,2018,2,1,0,0,0,0
768,28.0,2500.0,0,16.2,56.7,39.0,192.9,41417.0,1,1.0,188,1251,180,83904,111.2,72.9,2019,3,3,1,1,0,0
769,18.0,3600.0,1,24.6,69.3,25.0,189.8,12979.0,2,1.0,295,1037,260,75219,114.8,84.8,2018,0,2,0,0,1,1
770,26.0,1400.0,1,14.0,65.2,34.0,167.2,81013.0,1,1.0,138,502,148,58166,100.6,69.9,2016,3,3,0,1,0,0
772,25.0,2500.0,0,14.5,68.4,32.0,184.5,34665.0,1,1.0,170,1043,175,76530,106.5,72.4,2017,2,1,0,1,0,0
773,19.0,3600.0,4,18.5,58.5,30.0,198.6,4845.0,2,1.0,292,233,260,82752,120.2,75.0,2019,4,4,1,0,1,1
774,22.0,2000.0,0,15.7,66.3,28.0,178.1,21590.0,1,1.0,245,380,275,73868,105.9,81.8,2018,2,1,0,1,0,0
775,25.0,2000.0,1,13.2,56.3,33.0,179.5,16012.0,0,1.0,147,901,132,66981,106.3,70.1,2017,3,3,1,1,0,0
776,17.0,4700.0,0,21.1,55.7,25.0,194.5,93621.0,2,3.0,402,534,443,51615,113.2,82.9,2014,4,4,1,0,0,0
777,25.0,2500.0,1,14.5,68.4,32.0,184.5,41084.0,1,2.0,170,660,175,68521,106.5,72.4,2017,2,1,0,1,0,0
778,23.0,2000.0,1,14.8,57.1,34.0,192.2,14049.0,1,1.0,252,1177,273,77075,111.4,73.3,2018,3,3,1,1,0,0
779,22.0,2000.0,4,16.6,60.8,32.0,176.5,84597.0,2,2.0,240,422,260,54640,108.7,80.5,2015,2,1,0,1,0,0
780,22.0,2000.0,2,18.5,57.3,34.0,190.7,88980.0,1,1.0,274,517,269,42984,110.0,72.0,2012,3,3,1,1,0,0
781,21.0,2400.0,1,17.4,66.1,27.0,185.0,52654.0,1,2.0,185,1138,178,74501,106.3,74.0,2018,3,3,0,1,0,0
782,25.0,1400.0,1,14.0,65.3,30.0,168.4,861.0,1,1.0,138,917,148,78724,100.6,70.1,2019,3,3,0,1,0,0
783,22.0,2000.0,1,16.4,64.8,25.0,176.4,45408.0,1,1.0,164,1673,151,83968,105.1,72.8,2019,2,1,0,1,0,0
784,26.0,2500.0,1,16.4,57.1,35.0,191.5,27026.0,1,1.0,184,1156,185,70032,111.4,72.4,2017,3,3,1,1,0,0
785,25.0,1400.0,0,12.2,59.7,35.0,159.0,60834.0,0,2.0,138,695,148,41124,99.4,68.3,2012,3,3,0,1,0,0
786,28.0,1500.0,1,14.0,66.1,34.0,180.6,10906.0,1,1.0,190,169,179,84283,104.7,73.0,2019,3,3,0,1,0,0
787,24.0,2000.0,4,13.2,57.3,32.0,182.1,22557.0,1,3.0,152,90,145,75702,105.1,79.4,2018,2,1,1,0,0,0
788,22.0,2400.0,1,15.3,64.7,30.0,178.3,69554.0,1,1.0,185,102,163,52990,103.1,71.6,2014,2,1,0,1,0,0
791,21.0,3000.0,4,15.8,56.5,31.0,182.8,64158.0,2,2.0,320,610,330,69355,110.6,80.0,2017,2,1,1,0,0,1
792,23.0,2000.0,4,18.5,57.6,34.0,193.1,95821.0,2,1.0,240,1283,260,55774,116.9,82.8,2015,4,4,1,1,0,0
793,15.0,3600.0,0,22.0,69.9,22.0,203.7,28886.0,1,1.0,281,548,266,67377,118.9,78.5,2017,3,3,0,0,1,0
794,26.0,2500.0,0,14.5,66.3,33.0,184.5,17459.0,1,1.0,170,1691,175,83703,106.5,72.4,2019,3,3,0,1,0,0
796,15.0,4000.0,0,21.0,65.2,18.0,208.1,89484.0,1,3.0,236,0,266,36598,127.4,74.4,2010,1,0,0,0,1,0
797,22.0,2000.0,0,14.9,65.4,28.0,182.3,40600.0,1,1.0,252,582,260,73715,107.3,72.4,2018,3,3,0,1,0,0
798,27.0,1500.0,0,13.0,57.6,36.0,193.8,48582.0,1,1.0,160,1084,184,68162,111.4,73.0,2017,3,3,1,1,0,0
802,20.0,3500.0,0,19.5,70.6,27.0,198.5,43189.0,1,1.0,284,982,259,83726,114.2,77.2,2019,3,3,0,0,1,0
803,17.0,4300.0,4,26.0,73.9,22.0,229.5,47921.0,2,1.0,355,590,383,67850,143.5,80.0,2017,0,2,0,0,0,0
804,18.0,3000.0,2,19.8,65.2,26.0,182.6,48019.0,2,1.0,272,1342,295,58050,110.5,82.2,2016,2,1,0,0,1,1
805,19.0,3600.0,1,16.0,55.9,27.0,182.8,37341.0,1,2.0,335,697,285,74338,109.3,71.1,2018,2,1,1,0,1,1
807,19.0,3500.0,1,21.0,68.4,28.0,202.9,36406.0,1,1.0,248,673,250,59708,118.1,91.5,2016,3,3,0,0,1,0
808,16.0,3500.0,0,20.0,70.7,23.0,200.2,116887.0,1,1.0,266,1366,245,53206,119.3,78.2,2014,2,1,0,0,1,0
809,19.0,3600.0,4,19.1,58.7,31.0,198.6,75510.0,2,2.0,363,384,394,52274,120.2,75.0,2014,4,4,1,0,1,1
810,29.0,1800.0,1,13.2,58.9,37.0,182.1,22235.0,0,1.0,124,1529,125,76503,106.3,69.3,2018,3,3,1,1,0,0
811,17.0,3600.0,2,20.0,68.9,25.0,202.8,76751.0,1,1.0,283,207,260,68660,121.2,88.5,2017,3,3,0,0,0,0
812,22.0,2000.0,0,18.4,68.3,29.0,188.8,45189.0,1,1.0,250,3126,280,77866,112.2,85.8,2019,3,3,0,1,0,0
813,21.0,2000.0,3,15.5,65.2,28.0,179.2,15927.0,2,1.0,240,684,270,66989,105.9,84.1,2017,3,3,0,1,0,0
814,17.0,5000.0,1,23.0,75.1,23.0,227.9,17835.0,2,1.0,395,1459,400,81811,141.1,96.8,2019,1,0,0,0,0,0
815,18.0,3500.0,4,24.6,70.7,24.0,189.1,70158.0,3,2.0,302,594,273,59636,114.8,84.3,2016,4,4,0,0,1,0
816,16.0,3600.0,2,26.4,68.2,23.0,188.8,90783.0,0,2.0,280,330,266,41390,113.9,76.4,2012,2,1,0,0,1,0
817,26.0,2500.0,0,14.5,66.3,33.0,184.5,3365.0,1,1.0,170,487,175,86703,106.5,72.4,2020,3,3,0,1,0,0
819,16.0,3600.0,3,21.1,66.6,24.0,192.4,9099.0,1,1.0,283,857,260,75440,113.8,83.7,2018,2,1,0,0,1,0
820,27.0,1800.0,1,13.2,63.2,32.0,169.1,41914.0,1,2.0,141,1,127,57689,102.8,69.8,2016,2,1,0,1,0,0
821,17.0,5000.0,1,23.0,75.5,23.0,209.3,13128.0,2,1.0,395,1383,400,81810,122.4,96.8,2019,1,0,0,0,0,0
823,28.0,1800.0,0,13.2,57.3,35.0,183.1,28920.0,0,2.0,132,780,128,78889,106.3,69.9,2019,3,3,1,1,0,0
824,28.0,2500.0,2,16.0,56.9,39.0,192.7,23387.0,1,1.0,206,1030,186,73756,111.2,72.4,2018,3,3,1,1,0,1
826,22.0,2500.0,0,15.9,67.1,29.0,179.9,61618.0,2,2.0,176,219,172,56673,104.7,72.6,2015,2,1,0,1,0,0
827,22.0,2400.0,0,21.0,66.3,32.0,187.8,93841.0,1,2.0,255,188,214,35508,112.5,72.5,2010,3,3,0,1,0,0
829,12.0,3600.0,3,20.0,69.0,18.0,203.7,44338.0,1,2.0,283,599,260,82263,121.2,88.5,2019,3,3,0,0,0,0
830,17.0,3000.0,2,24.6,69.4,24.0,189.8,108048.0,2,2.0,360,1433,390,55151,114.8,84.8,2015,0,2,0,0,1,1
835,23.0,2000.0,3,16.4,64.8,30.0,176.2,26738.0,1,1.0,164,1,151,68992,105.1,72.8,2017,3,3,0,1,0,0
836,12.0,6200.0,0,26.0,73.7,19.0,230.2,102914.0,2,1.0,403,1464,417,33921,143.5,80.0,2009,0,2,0,0,0,0
837,17.0,3600.0,4,24.6,69.4,24.0,189.8,92602.0,2,2.0,290,445,260,49174,114.8,84.8,2014,0,2,0,0,1,0
838,28.0,1800.0,0,13.2,57.3,35.0,183.1,21748.0,0,1.0,132,1181,128,78889,106.3,69.9,2019,3,3,1,1,0,0
844,20.0,2500.0,0,16.9,66.9,26.0,179.5,161610.0,1,2.0,170,761,170,35766,103.0,79.0,2010,2,1,0,0,0,0
845,33.0,1500.0,0,10.6,60.0,40.0,161.4,6449.0,0,1.0,130,641,114,79905,99.6,67.0,2019,3,3,0,1,0,0
846,27.0,2400.0,4,17.2,57.7,36.0,192.5,85730.0,1,2.0,185,602,181,68059,109.3,72.8,2017,3,3,1,1,0,0
848,25.0,2500.0,0,14.5,68.5,32.0,184.5,899.0,1,1.0,170,149,175,86700,106.5,72.4,2020,2,1,0,1,0,0
849,31.0,2000.0,1,12.4,55.7,40.0,182.3,66191.0,1,1.0,158,840,138,76407,106.3,70.8,2018,3,3,1,1,0,0
850,22.0,2400.0,1,15.8,64.2,27.0,171.5,66117.0,0,1.0,168,798,167,65924,105.1,71.3,2016,2,1,0,1,0,0
852,31.0,2000.0,1,12.4,55.7,40.0,182.3,25988.0,1,1.0,158,396,138,76407,106.3,70.8,2018,3,3,1,1,0,0
854,31.0,2000.0,1,12.4,55.7,40.0,182.3,30882.0,1,1.0,158,1847,138,69379,106.3,70.8,2017,3,3,1,1,0,0
855,25.0,2500.0,1,14.5,66.6,32.0,184.5,31951.0,1,1.0,170,1236,175,68519,106.5,72.4,2017,2,1,0,1,0,0
856,21.0,2500.0,0,15.9,63.6,28.0,180.5,74495.0,0,2.0,157,664,163,57071,108.3,68.9,2015,3,3,0,1,0,0
859,23.0,2000.0,1,15.7,66.3,30.0,178.1,27428.0,1,1.0,245,93,275,66219,105.9,81.8,2017,3,3,0,1,0,0
860,16.0,3500.0,0,18.6,71.0,23.0,198.3,53597.0,2,2.0,290,609,255,57449,112.8,90.2,2016,2,1,0,0,1,0
861,19.0,3600.0,1,16.9,58.4,29.0,191.7,66378.0,0,2.0,173,1251,166,52285,108.9,72.5,2014,3,3,1,0,0,0
862,19.0,3600.0,4,18.5,58.7,30.0,198.6,18993.0,2,1.0,363,4421,394,70149,120.2,75.0,2017,4,4,1,0,1,0
863,19.0,2000.0,3,15.5,65.6,25.0,179.2,42090.0,2,1.0,240,461,270,66988,105.9,84.1,2017,2,1,0,1,0,0
866,24.0,2500.0,0,17.0,57.9,33.0,190.9,32097.0,1,1.0,178,1827,170,68152,109.3,71.7,2017,3,3,1,1,0,0
867,18.0,3700.0,0,16.0,54.3,27.0,188.3,28200.0,2,1.0,300,531,280,67989,107.1,81.9,2017,4,4,0,0,1,0
868,18.0,3600.0,1,19.0,69.9,28.0,203.8,28091.0,3,2.0,287,1155,262,75376,121.6,90.4,2018,3,3,0,0,1,0
869,22.0,2000.0,1,16.0,54.8,31.0,183.6,34415.0,2,1.0,272,988,295,67754,109.3,72.5,2017,4,4,0,1,0,0
870,21.0,2000.0,3,16.5,58.2,31.0,193.9,55275.0,2,1.0,245,4053,270,67069,112.2,83.3,2017,3,3,1,1,0,0
871,28.0,2000.0,4,10.8,56.3,34.0,182.8,29445.0,2,1.0,248,500,258,69350,110.6,80.0,2017,4,4,1,1,0,0
872,18.0,3500.0,0,23.0,76.9,23.0,231.9,131107.0,2,2.0,325,3673,375,58373,145.0,96.8,2016,0,2,0,0,1,0
873,27.0,1500.0,0,14.0,66.5,33.0,180.6,17101.0,1,1.0,190,637,179,76543,104.7,73.0,2018,2,1,0,1,0,0
875,15.0,3600.0,0,22.0,69.9,22.0,203.7,30059.0,1,1.0,281,396,266,67377,118.9,78.5,2017,3,3,0,0,1,0
876,22.0,2000.0,0,14.9,65.4,28.0,182.3,29998.0,1,2.0,252,647,260,73724,107.3,72.4,2018,3,3,0,1,0,0
879,18.0,3300.0,1,18.8,66.5,25.0,187.4,26464.0,1,1.0,290,1634,252,67870,109.4,74.4,2017,3,3,0,0,1,0
882,23.0,2000.0,0,16.4,64.8,30.0,176.2,29544.0,1,1.0,164,792,151,76672,105.1,72.8,2018,3,3,0,1,0,0
884,28.0,2500.0,1,16.2,56.8,39.0,192.9,38483.0,1,1.0,188,837,180,83905,111.2,72.9,2019,3,3,1,1,0,0
885,27.0,2400.0,1,17.2,57.7,36.0,192.5,33588.0,1,1.0,185,1506,181,68053,109.3,72.8,2017,3,3,1,1,0,0
886,24.0,2400.0,0,18.5,57.7,33.0,191.1,38875.0,1,1.0,185,792,178,79131,110.4,73.2,2019,3,3,1,1,0,0
